stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1241,1241,Elmwood & Azalea,ELMWOOD AVE & AZALEA RD,43.125203,-77.606913,,,,,,0
1242,1242,Elmwood & Azalea,ELMWOOD AVE & AZALEA RD,43.125264,-77.605707,,,,,,0
1243,1243,Elmwood & Azalea,ELMWOOD AVE & UNNAMED ST,43.125044,-77.60683,,,,,,0
1244,1244,Elmwood & Bonnie Brae,COUNTY HWY 87 & BONNIE BRAE AVE,43.12631,-77.57245,,,,,,0
1245,1245,Elmwood & Bonnie Brae,COUNTY HWY 87 & BONNIE BRAE AVE,43.126124,-77.572846,,,,,,0
1248,1248,Elmwood & Clinton,COUNTY HWY 87 & CLINTON AVE S,43.125719,-77.592357,,,,,,0
1249,1249,Elmwood & Clinton,ELMWOOD AVE & S CLINTON AVE,43.125483,-77.593299,,,,,,0
1250,1250,Elmwood & Clintwood,COUNTY HWY 87 & CLINTWOOD DR,43.125775,-77.589505,,,,,,0
1251,1251,Elmwood & Clintwood,COUNTY HWY 87 & CLINTWOOD DR,43.125689,-77.589878,,,,,,0
1252,1252,Elmwood & Cobb,COUNTY HWY 87 & COBB TER,43.125802,-77.585544,,,,,,0
1253,1253,Elmwood & Cobb,COUNTY HWY 87 & COBB TER,43.125906,-77.585394,,,,,,0
1257,1257,Elmwood & 625 Elmwood,ELMWOOD AVE & CONNECTING RD,43.124566,-77.623584,,,,,,0
1258,1258,Elmwood & Elmwood Ter,ELMWOOD AVE & ELMWOOD TER,43.125434,-77.596113,,,,,,0
1260,1260,Elmwood & Genesee Valley Park,,43.123809,-77.631996,,,,,,0
1262,1262,Elmwood & Goodman,ELMWOOD AVE & UNNAMED ST,43.125157,-77.604377,,,,,,0
1264,1264,Elmwood & Hollywood,COUNTY HWY 87 & HOLLYWOOD AVE,43.126274,-77.568147,,,,,,0
1265,1265,Elmwood & Hollywood,COUNTY HWY 87 & HOLLYWOOD AVE,43.126418,-77.56795,,,,,,0
1269,1269,Eastman Dental,ELMWOOD AVE & CONNECTING RD,43.124361,-77.622107,,,,,,0
1270,1270,Elmwood & Lilac,COUNTY HWY 87 & LILAC DR,43.125268,-77.601039,,,,,,0
1271,1271,Elmwood & Lilac,COUNTY HWY 87 & LILAC DR,43.125433,-77.600904,,,,,,0
1272,1272,Elmwood & Mt Hope,ELMWOOD AVE & LILAC DR,43.124801,-77.617166,,,,,,0
1273,1273,Elmwood & opp Genesee Valley Park,STATE HWY 383 & UNNAMED ST,43.125075,-77.635408,,,,,,0
1274,1274,Elmwood Loop,,43.124604,-77.634764,,,,,,0
1276,1276,Elmwood & Roby,COUNTY HWY 87 & ROBY DR,43.126043,-77.576034,,,,,,0
1277,1277,Elmwood & Roby,COUNTY HWY 87 & ROBY DR,43.126193,-77.576053,,,,,,0
1278,1278,Elmwood & Rochester Psych Ctr,ELMWOOD AVE & UNNAMED ST,43.124909,-77.61012,,,,,,0
1279,1279,School of Medicine,ELMWOOD AVE & RAMP,43.123474,-77.627917,,,,,,0
1281,1281,Elmwood & South,ELMWOOD AVE & SOUTHVIEW TER,43.124746,-77.614601,,,,,,0
1282,1282,Elmwood & South,ELMWOOD AVE & SOUTH AVE,43.124973,-77.614109,,,,,,0
1287,1287,Emerson & 1292 Emerson,EMERSON ST & UNNAMED ST,43.173934,-77.66535,,,,,,0
1288,1288,Emerson & 1560 Emerson,EMERSON ST & GM AC ROCHESTER,43.173939,-77.672441,,,,,,0
1289,1289,Emerson & 1570 Emerson,EMERSON ST & GM AC ROCHESTER,43.173804,-77.672849,,,,,,0
1294,1294,Emerson & Backus,EMERSON ST & BACKUS ST,43.173647,-77.632681,,,,,,0
1295,1295,Emerson & Colfax,EMERSON ST & COLFAX ST,43.173791,-77.669993,,,,,,0
1296,1296,Emerson & Colfax,EMERSON ST & COLFAX ST,43.173959,-77.669456,,,,,,0
1298,1298,Emerson & Curlew,EMERSON ST & CURLEW ST,43.173923,-77.647783,,,,,,0
1299,1299,Emerson & Santee,,43.173953,-77.643413,,,,,,0
1300,1300,Emerson & Dewey,EMERSON ST & DEWEY AVE,43.173584,-77.638646,,,,,,0
1301,1301,Emerson & Dewey,EMERSON ST & DEWEY AVE,43.173683,-77.639117,,,,,,0
1302,1302,Emerson & McCrackanville,EMERSON ST & GM AC ROCHESTER,43.173955,-77.675012,,,,,,0
1303,1303,Emerson & McCrackanville,EMERSON ST & GM AC ROCHESTER,43.173814,-77.674332,,,,,,0
1304,1304,Emerson & McNaughton,EMERSON ST & MCNAUGHTON ST,43.173822,-77.651643,,,,,,0
1307,1307,Emerson & Mt Read,EMERSON ST & MOUNT READ BLVD,43.173817,-77.658291,,,,,,0
1308,1308,Emerson & Mt Read,EMERSON ST & MOUNT READ BLVD,43.173933,-77.658663,,,,,,0
1309,1309,Emerson & Northampton,EMERSON ST & NORTHAMPTON ST,43.173921,-77.656193,,,,,,0
1310,1310,Emerson & Northampton,,43.1738,-77.656468,,,,,,0
1311,1311,Emerson & Polaris,EMERSON ST & POLARIS ST,43.173938,-77.667477,,,,,,0
1312,1312,Emerson & Polaris,EMERSON ST & POLARIS ST,43.173793,-77.667754,,,,,,0
1313,1313,Emerson & Robin,EMERSON ST & ROBIN ST,43.173817,-77.645622,,,,,,0
1314,1314,Emerson & Robin,EMERSON ST & ROBIN ST,43.17392,-77.645505,,,,,,0
1315,1315,Emerson & Santee,EMERSON ST & SANTEE ST,43.173829,-77.643208,,,,,,0
1316,1316,Emerson & Stenson,EMERSON ST & STENSON ST,43.173789,-77.663009,,,,,,0
1317,1317,Emerson & Stenson,EMERSON ST & STENSON ST,43.173942,-77.662804,,,,,,0
1318,1318,Emerson & 1292 Emerson,EMERSON ST & UNNAMED ST,43.173776,-77.665283,,,,,,0
1320,1320,Emerson & W,EMERSON ST & LEE RD,43.173831,-77.677139,,,,,,0
1321,1321,Empire & 1700 Empire,STATE HWY 404 & SMITH RD,43.185165,-77.50626,,,,,,0
1323,1323,Empire & 1998 Empire,STATE HWY 404 & TERREL DR,43.193957,-77.501598,,,,,,0
1324,1324,Empire & 2180 Empire,STATE HWY 404 & COUNTY HWY 14,43.200993,-77.497929,,,,,,0
1325,1325,Empire & Route 590 Exit Ramp,STATE HWY 404 & STONEHENGE RD,43.176827,-77.540586,,,,,,0
1326,1326,Empire & Autumn,STATE HWY 404 & UNNAMED ST,43.184822,-77.506761,,,,,,0
1327,1327,Empire & Bay Towne Plaza,STATE HWY 404 & UNNAMED ST,43.19137,-77.503263,,,,,,0
1328,1328,Empire & Culver,EMPIRE BLVD & STATE RTE 941B,43.176484,-77.556578,,,,,,0
1329,1329,Empire & Culver,EMPIRE BLVD & STATE RTE 941B,43.176343,-77.5568,,,,,,0
1330,1330,Empire & Daytona,STATE HWY 404 & DAYTONA AVE,43.181062,-77.508469,,,,,,0
1333,1333,Empire & Gravel,STATE HWY 404 & RAMP,43.200955,-77.497718,,,,,,0
1334,1334,Empire & Plank,STATE HWY 404 & COUNTY HWY 11,43.182631,-77.507919,,,,,,0
1335,1335,Empire & Plank,STATE HWY 404 & COUNTY HWY 11,43.18229,-77.507819,,,,,,0
1336,1336,Empire & Empire Marina,STATE HWY 404 & COUNTY HWY 11,43.174469,-77.518868,,,,,,0
1337,1337,Empire & Empire Marina,,43.1742,-77.518647,,,,,,0
1340,1340,Empire & Shelford,STATE RTE 941B & SHELFORD RD,43.176564,-77.550142,,,,,,0
1341,1341,Empire & Sunrise Plaza,STATE HWY 404 & SMITH RD,43.18726,-77.505481,,,,,,0
1342,1342,Empire & Sydenham,,43.177061,-77.539169,,,,,,0
1344,1344,Empire & Terrel,STATE HWY 404 & TERREL DR,43.194245,-77.501776,,,,,,0
1345,1345,Empire & Webster Manor,STATE HWY 404 & WEBSTER MANOR DR,43.198883,-77.499284,,,,,,0
1346,1346,English & Route 390 Overpass,COUNTY HWY 109 & STATE HWY 390 N,43.238438,-77.670068,,,,,,0
1347,1347,English & Route 390 Overpass,COUNTY HWY 109 & STATE HWY 390 N,43.238282,-77.670174,,,,,,0
1348,1348,English & Barcrest,COUNTY HWY 109 & BARCREST DR,43.238309,-77.660568,,,,,,0
1350,1350,English & Fetzner,COUNTY HWY 109 & COUNTY HWY 264,43.238492,-77.67913,,,,,,0
1352,1352,English & Hardwood,COUNTY HWY 109 & HARDWOOD LN,43.238374,-77.690976,,,,,,0
1355,1355,English & Jefreelind,COUNTY HWY 109 & JEFREELIND DR,43.2383,-77.673754,,,,,,0
1363,1363,English & Slater Creek,COUNTY HWY 109 & SLATER CREEK DR,43.238477,-77.660598,,,,,,0
1364,1364,English & Stoneycreek,COUNTY HWY 109 & STONEYCREEK DR,43.238339,-77.684931,,,,,,0
1368,1368,Estes & Corrigan,ESTES ST & BUFFALO RD,43.258195,-77.610438,,,,,,0
1369,1369,Exchange & Ford,STATE HWY 383 & RAMP,43.143319,-77.615545,,,,,,0
1370,1370,Exchange & Ford,STATE HWY 383 & RAMP,43.143359,-77.615024,,,,,,0
1375,1375,Fairport & 203 Fairport,STATE HWY 31F & HARWOOD LN,43.109614,-77.504685,,,,,,0
1376,1376,Fairport & 353 Fairport,STATE HWY 31F & PITTSFORD MANOR LN,43.104415,-77.48759,,,,,,0
1378,1378,Fairport & Baird,STATE HWY 31F & COUNTY HWY 34,43.102146,-77.465895,,,,,,0
1379,1379,Fairport & Baird,STATE HWY 31F & COUNTY HWY 34,43.102224,-77.465305,,,,,,0
1380,1380,Fairport & Blossom,STATE HWY 31F & BLOSSOM LN,43.102371,-77.473689,,,,,,0
1382,1382,Fairport & Crescent East,STATE HWY 31F & CRESCENT RD,43.102255,-77.473362,,,,,,0
1384,1384,Fairport & Harwood,STATE HWY 31F & HARWOOD LN,43.109858,-77.504811,,,,,,0
1385,1385,Fairport & Jefferson,STATE HWY 31F & COUNTY HWY 40,43.101574,-77.462218,,,,,,0
1386,1386,Fairport & Jefferson,STATE HWY 31F & COUNTY HWY 40,43.101359,-77.462061,,,,,,0
1387,1387,Fairport & Lincoln,,43.102581,-77.480574,,,,,,0
1389,1389,Fairport & Marsh,STATE HWY 31F & MARSH RD,43.10262,-77.481348,,,,,,0
1390,1390,Fairport & OConnor,STATE HWY 31F & OCONNOR RD,43.100849,-77.459329,,,,,,0
1391,1391,Fairport & Orchard,STATE HWY 31F & ORCHARD LN,43.102319,-77.476175,,,,,,0
1392,1392,Fairport & Orchard,STATE HWY 31F & ORCHARD LN,43.102147,-77.47636,,,,,,0
1393,1393,Fairport Park & Ride,PARKING LOT,43.112455,-77.508556,,,,,,0
1395,1395,Fairport & St John Fisher West Ent,STATE HWY 96 & EAST AVE,43.117418,-77.517271,,,,,,0
1398,1398,Fairport Baptist Home,FAIRPORT BAPTIST HOME CIR & COUNTY HWY 136,43.109299,-77.44136,,,,,,0
1402,1402,Farmington & Fairfax,,43.165574,-77.550927,,,,,,0
1403,1403,Farmington & Mildorf,FARMINGTON RD & WYAND CRES,43.165506,-77.553202,,,,,,0
1404,1404,Farmington & Presque,FARMINGTON RD & PRESQUE ST,43.16555,-77.55212,,,,,,0
1406,1406,Farmington & Winton,,43.165842,-77.544796,,,,,,0
1408,1408,Fitzhugh & Fitzhugh Pl,FITZHUGH ST S & FITZHUGH PL S,43.145461,-77.614151,,,,,,0
1409,1409,Fitzhugh & Plymouth,FITZHUGH ST S & PLYMOUTH AVE S,43.148786,-77.613201,,,,,,0
1410,1410,Fitzhugh & Plymouth,FITZHUGH ST S & PLYMOUTH AVE S,43.148839,-77.613033,,,,,,0
1411,1411,Fitzhugh Pl & Fitzhugh,FITZHUGH PL S & FITZHUGH ST S,43.145684,-77.614063,,,,,,0
1412,1412,Five Mile Line & Belvedere,COUNTY HWY 18 & BELVEDERE HTS,43.127846,-77.475991,,,,,,0
1413,1413,Five Mile Line & Belvedere,COUNTY HWY 18 & BELVEDERE HTS,43.12771,-77.475827,,,,,,0
1414,1414,Five Mile Line & Brebeuf,COUNTY HWY 18 & BREBEUF DR,43.12661,-77.476049,,,,,,0
1418,1418,Five Mile Line & Edgewood,COUNTY HWY 18 & EDGEWOOD DR,43.124996,-77.476088,,,,,,0
1420,1420,Five Mile Line & Harmon,COUNTY HWY 18 & HARMON RD,43.124812,-77.476004,,,,,,0
1425,1425,Ford & Adams,FORD ST & COUNTY HWY 13,43.149034,-77.620659,,,,,,0
1426,1426,Ford & Adams,FORD ST & ADAMS ST,43.148665,-77.620389,,,,,,0
1427,1427,Ford & Atkinson,FORD ST & ATKINSON ST,43.149683,-77.620411,,,,,,0
1428,1428,Ford & Atkinson,FORD ST & BEAVER ST,43.149643,-77.620667,,,,,,0
1429,1429,Ford & Favor,FORD ST & FAVOR ST,43.152168,-77.620607,,,,,,0
1430,1430,Ford & Main,BOYS CLUB PL & STATE HWY 33,43.15364,-77.620449,,,,,,0
1431,1431,Ford & Main,,43.153658,-77.620288,,,,,,0
1432,1432,Ford & Samuel McCree,,43.146844,-77.620059,,,,,,0
1434,1434,Ford & Tremont,,43.148017,-77.620616,,,,,,0
1435,1435,Ford & Tremont,FORD ST & TREMONT ST,43.147811,-77.620244,,,,,,0
1437,1437,Ford & Troup,FORD ST & TROUP ST,43.151419,-77.620674,,,,,,0
1438,1438,Ford & Troup,,43.151106,-77.620533,,,,,,0
1442,1442,4th Section & Viking,STATE HWY 31 & VIKING WAY,43.198425,-77.950881,,,,,,0
1443,1443,Frederick Douglass & Adams,FREDERICK DOUGLAS ST & ADAMS ST,43.148615,-77.614274,,,,,,0
1444,1444,Frederick Douglass & Edinburgh,FREDERICK DOUGLAS ST & EDINBURGH ST,43.147128,-77.615587,,,,,,0
1445,1445,Frederick Douglass & Edinburgh,FREDERICK DOUGLAS ST & EDINBURGH ST,43.146924,-77.61541,,,,,,0
1446,1446,Frederick Douglass & Glasgow,FREDERICK DOUGLAS ST & GLASGOW ST,43.146409,-77.616378,,,,,,0
1447,1447,Frederick Douglass & Nathaniel Sch,FREDERICK DOUGLAS ST & GLASGOW ST,43.148391,-77.614647,,,,,,0
1449,1449,French & 493 French,FRENCH RD & CHARTWELL CT,43.099174,-77.56806,,,,,,0
1451,1451,French & French Court West,FRENCH RD & FRENCH CT,43.099172,-77.573643,,,,,,0
1455,1455,French & Eastbrooke North,FRENCH RD & EASTBROOKE LN,43.101922,-77.576513,,,,,,0
1457,1457,French & French Creek,FRENCH RD & FRENCH CREEK DR,43.103768,-77.576211,,,,,,0
1458,1458,French & French Creek,FRENCH RD & FRENCH CREEK DR,43.102323,-77.576484,,,,,,0
1459,1459,French & French Woods North,FRENCH RD & FRENCHWOODS CIR,43.100352,-77.576817,,,,,,0
1460,1460,French & French Woods North,FRENCH RD & FRENCHWOODS CIR,43.10011,-77.576655,,,,,,0
1462,1462,French & French Woods South,FRENCH RD & FRENCHWOODS CIR,43.098997,-77.575036,,,,,,0
1463,1463,French & Greystone,FRENCH RD & GREYSTONE LN,43.103568,-77.57604,,,,,,0
1469,1469,Genesee & 1170 Genesee,STATE HWY 383 & ARVINE HTS,43.126618,-77.638727,,,,,,0
1471,1471,Genesee & Aberdeen,GENESEE ST & ABERDEEN ST,43.139615,-77.636095,,,,,,0
1472,1472,Genesee & Aldine,GENESEE ST & ALDINE ST,43.14137,-77.636107,,,,,,0
1473,1473,Genesee & Arnett,,43.142475,-77.636169,,,,,,0
1474,1474,Genesee & Arnett,GENESEE ST & ARNETT BLVD,43.142035,-77.635916,,,,,,0
1476,1476,Genesee & Arvine Pk,STATE HWY 383 & ARVINE PARK,43.128207,-77.637206,,,,,,0
1477,1477,Genesee & Avon Village Hall,GENESEE ST & ARVINE PARK,42.91084,-77.746422,,,,,,0
1478,1478,Genesee & Barton,GENESEE ST & BARTON ST,43.132723,-77.636101,,,,,,0
1479,1479,Genesee & Barton,GENESEE ST & BARTON ST,43.132501,-77.635885,,,,,,0
1480,1480,Genesee & Brooks,GENESEE ST & BROOKS AVE,43.131321,-77.636094,,,,,,0
1483,1483,Genesee & Congress,STATE HWY 383 & CONGRESS AVE,43.129299,-77.636863,,,,,,0
1484,1484,Genesee & Earl,GENESEE ST & EARL ST,43.136822,-77.635932,,,,,,0
1485,1485,Genesee & Elmdorf,GENESEE ST & ELMDORF AVE,43.136795,-77.636114,,,,,,0
1486,1486,Genesee & Frost,GENESEE ST & FROST AVE,43.143641,-77.636138,,,,,,0
1487,1487,Genesee & Frost,,43.143666,-77.636022,,,,,,0
1488,1488,Genesee & Hawley,GENESEE ST & HAWLEY ST,43.140774,-77.635911,,,,,,0
1489,1489,Genesee & Kirkland,GENESEE ST & KIRKLAND RD,43.146701,-77.636144,,,,,,0
1490,1490,Genesee & Main,GENESEE ST & STATE HWY 33,43.149916,-77.636202,,,,,,0
1491,1491,Genesee & Main,GENESEE ST & STATE HWY 33,43.150168,-77.635948,,,,,,0
1492,1492,Genesee & Melrose,GENESEE ST & MELROSE ST,43.138615,-77.636099,,,,,,0
1493,1493,Genesee & Monica,GENESEE ST & MONICA ST,43.133925,-77.636107,,,,,,0
1494,1494,Genesee & Monica,GENESEE ST & MONICA ST,43.133736,-77.635887,,,,,,0
1497,1497,Genesee & Sawyer,GENESEE ST & SAWYER ST,43.13512,-77.636104,,,,,,0
1498,1498,Genesee & Shelter,GENESEE ST & SHELTER ST,43.13877,-77.635933,,,,,,0
1499,1499,Genesee & Spruce,STATE HWY 383 & SPRUCE AVE,43.128383,-77.637305,,,,,,0
1500,1500,Genesee & Stratford,GENESEE ST & STRATFORD PARK,43.134292,-77.635887,,,,,,0
1501,1501,Genesee & Superior,,43.144821,-77.636172,,,,,,0
1502,1502,Genesee & Superior,GENESEE ST & SUPERIOR ST,43.145079,-77.635963,,,,,,0
1503,1503,Genesee & Terrace,STATE HWY 383 & TERRACE PARK,43.129973,-77.636649,,,,,,0
1504,1504,Genesee & Weldon,STATE HWY 383 & WELDON ST,43.127449,-77.637943,,,,,,0
1505,1505,Genesee Park & 19 Genesee Park,GENESEE PARK BLVD & CUSTER ST,43.126349,-77.63951,,,,,,0
1506,1506,Genesee Park & 319 Genesee Park,GENESEE PARK BLVD & POST AVE,43.126265,-77.648012,,,,,,0
1509,1509,Genesee Park & 611 Genesee Park,GENESEE PARK BLVD & POST AVE,43.129501,-77.653711,,,,,,0
1510,1510,Genesee Park & 614 Genesee Park,GENESEE PARK BLVD & POST AVE,43.129616,-77.653548,,,,,,0
1514,1514,Genesee Park & Brooks,GENESEE PARK BLVD & ARNETT BLVD,43.130692,-77.653549,,,,,,0
1515,1515,Genesee Park & Brooks,GENESEE PARK BLVD & STATE HWY 204,43.130503,-77.653733,,,,,,0
1516,1516,Genesee Park & Chili,GENESEE PARK BLVD & ARNETT BLVD,43.142597,-77.658543,,,,,,0
1517,1517,Genesee Park & Custer,GENESEE PARK BLVD & CUSTER ST,43.126434,-77.640634,,,,,,0
1519,1519,Genesee Park & Gillette,GENESEE PARK BLVD & GILLETTE ST,43.126387,-77.648451,,,,,,0
1520,1520,Genesee Park & Hillendale,GENESEE PARK BLVD & HILLENDALE ST,43.134426,-77.656261,,,,,,0
1521,1521,Genesee Park & Hillendale,GENESEE PARK BLVD & HILLENDALE ST,43.134274,-77.656001,,,,,,0
1526,1526,Genesee Park & Margaret,GENESEE PARK BLVD & MARGARET ST,43.13206,-77.654576,,,,,,0
1527,1527,Genesee Park & Margaret,GENESEE PARK BLVD & MARGARET ST,43.132086,-77.654443,,,,,,0
1528,1528,Genesee Park & Marlborough,GENESEE PARK BLVD & MARLBOROUGH RD,43.139585,-77.658189,,,,,,0
1529,1529,Genesee Park & Marlborough,GENESEE PARK BLVD & MARLBOROUGH RD,43.139417,-77.658048,,,,,,0
1532,1532,Genesee Park & Penhurst,GENESEE PARK BLVD & PENHURST ST,43.137768,-77.658283,,,,,,0
1533,1533,Genesee Park & Penhurst,GENESEE PARK BLVD & PENHURST ST,43.137874,-77.658482,,,,,,0
1534,1534,Genesee Park & Pioneer,GENESEE PARK BLVD & PIONEER ST,43.126452,-77.642556,,,,,,0
1536,1536,Genesee Park & Raeburn,GENESEE PARK BLVD & RAEBURN AVE,43.136293,-77.65761,,,,,,0
1540,1540,Genesee Park & Rosalind,GENESEE PARK BLVD & ROSALIND ST,43.132928,-77.655199,,,,,,0
1541,1541,Genesee Park & Rosalind,GENESEE PARK BLVD & ROSALIND ST,43.132846,-77.654975,,,,,,0
1542,1542,Genesee Park & Roxborough,GENESEE PARK BLVD & ROXBOROUGH RD,43.141107,-77.657986,,,,,,0
1543,1543,Genesee Park & Roxborough,GENESEE PARK BLVD & ROXBOROUGH RD,43.141284,-77.658225,,,,,,0
1544,1544,Genesee Park & Thurston,GENESEE PARK BLVD & THURSTON RD,43.126902,-77.650708,,,,,,0
1545,1545,Genesee Park & Thurston,GENESEE PARK BLVD & THURSTON RD,43.127027,-77.65122,,,,,,0
1548,1548,Genesee Park & Woodbine,GENESEE PARK BLVD & WOODBINE AVE,43.126421,-77.645008,,,,,,0
1549,1549,Genesee Park & Woodbine,GENESEE PARK BLVD & WOODBINE AVE,43.126276,-77.645034,,,,,,0
1553,1553,Glide & 1040 Glide,GLIDE ST & EMERSON ST,43.172477,-77.654241,,,,,,0
1554,1554,Glide & 1054 Glide,GLIDE ST & EMERSON ST,43.172738,-77.654066,,,,,,0
1555,1555,Glide & 980 Glide,GLIDE ST & BERGEN ST,43.171116,-77.654061,,,,,,0
1556,1556,Glide & Bergen,GLIDE ST & BERGEN ST,43.16987,-77.654063,,,,,,0
1557,1557,Glide & Bergen,GLIDE ST & BERGEN ST,43.170049,-77.6542,,,,,,0
1558,1558,Glide & Emerson,GLIDE ST & EMERSON ST,43.173658,-77.654063,,,,,,0
1559,1559,Glide & Emerson,GLIDE ST & EMERSON ST,43.173469,-77.65423,,,,,,0
1560,1560,Glide & Freeland,GLIDE ST & FREELAND ST,43.166283,-77.654077,,,,,,0
1561,1561,Glide & Freeland,GLIDE ST & FREELAND ST,43.166535,-77.654235,,,,,,0
1562,1562,Glide & Lyell,GLIDE ST & STATE HWY 31,43.164893,-77.65423,,,,,,0
1563,1563,Glide & Otis,GLIDE ST & OTIS ST,43.168779,-77.65426,,,,,,0
1564,1564,Glide & Otis,GLIDE ST & OTIS ST,43.168579,-77.65407,,,,,,0
1566,1566,Goodman & Main,GOODMAN ST N & MAIN ST E,43.16235,-77.583553,,,,,,0
1567,1567,Goodman & Ashwood,GOODMAN ST N & ASHWOOD DR,43.183729,-77.575984,,,,,,0
1568,1568,Goodman & Baker,COUNTY HWY 108 & BAKER AVE,43.190749,-77.576363,,,,,,0
1569,1569,Goodman & Baker,COUNTY HWY 108 & BAKER AVE,43.190971,-77.57658,,,,,,0
1570,1570,Goodman & Bay,GOODMAN ST N & BAY ST,43.171103,-77.578753,,,,,,0
1571,1571,Goodman & Bay,GOODMAN ST N & BAY ST,43.17091,-77.578704,,,,,,0
1572,1572,Goodman & Benton,GOODMAN ST S & BENTON ST,43.136972,-77.597586,,,,,,0
1573,1573,Goodman & Blakeslee,GOODMAN ST N & BLAKESLEE ST,43.186776,-77.576149,,,,,,0
1574,1574,Goodman & Caroline,GOODMAN ST S & CAROLINE ST,43.138066,-77.596944,,,,,,0
1575,1575,Goodman & Caroline,GOODMAN ST S & CAROLINE ST,43.138291,-77.596961,,,,,,0
1576,1576,Goodman & Central Park,GOODMAN ST N & CENTRAL PARK,43.168882,-77.580013,,,,,,0
1577,1577,Goodman & Central Park,GOODMAN ST N & CENTRAL PARK,43.168445,-77.58003,,,,,,0
1578,1578,Goodman & Clifford,GOODMAN ST N & CLIFFORD AVE,43.176054,-77.576152,,,,,,0
1579,1579,Goodman & Clifford,GOODMAN ST N & CLIFFORD AVE,43.176332,-77.57579,,,,,,0
1580,1580,Goodman & Corwin,GOODMAN ST N & CORWIN AVE,43.186345,-77.5763,,,,,,0
1581,1581,Goodman & Dix,COUNTY HWY 108 & DIX ST,43.19353,-77.576519,,,,,,0
1582,1582,Goodman & Dix,COUNTY HWY 108 & DIX ST,43.193991,-77.576757,,,,,,0
1583,1583,Goodman & Elmwood,GOODMAN ST S & COUNTY HWY 87,43.125658,-77.604367,,,,,,0
1584,1584,Goodman & Elmwood,GOODMAN ST S & COUNTY HWY 87,43.12585,-77.604107,,,,,,0
1585,1585,Goodman & Fair,GOODMAN ST N & FAIR PL,43.165702,-77.581701,,,,,,0
1586,1586,Goodman & Ferndale,GOODMAN ST N & FERNDALE CRES,43.166345,-77.581183,,,,,,0
1587,1587,Goodman & Fernwood Ave,GOODMAN ST N & FERNWOOD AVE,43.179071,-77.575732,,,,,,0
1588,1588,Goodman & Fernwood Ave,GOODMAN ST N & FERNWOOD AVE,43.179012,-77.575843,,,,,,0
1589,1589,Goodman & Forester,GOODMAN ST N & FORESTER ST,43.172653,-77.577789,,,,,,0
1590,1590,Goodman & Forester,GOODMAN ST N & FORESTER ST,43.17282,-77.577833,,,,,,0
1591,1591,Goodman & Garson,GOODMAN ST N & GARSON AVE,43.164134,-77.582641,,,,,,0
1592,1592,Goodman & Gregory Hill,GOODMAN ST S & GREGORY HILL RD,43.133634,-77.599651,,,,,,0
1593,1593,Goodman & Hayward,Goodman St & Main St,43.162759,-77.583103,,,,,,0
1594,1594,Goodman & Highland,GOODMAN ST S & HIGHLAND AVE,43.129947,-77.601268,,,,,,0
1595,1595,Goodman & Highland,GOODMAN ST S & HIGHLAND AVE,43.130426,-77.601044,,,,,,0
1596,1596,Goodman & Highland Pky,GOODMAN ST S & HIGHLAND PKWY,43.13326,-77.59974,,,,,,0
1598,1598,Goodman & Highland / Elmwood,GOODMAN ST S,43.127887,-77.603305,,,,,,0
1599,1599,Goodman & Irondequoit Mall,COUNTY HWY 108 & COUNTY HWY 241,43.198221,-77.576833,,,,,,0
1600,1600,Goodman & Keller,GOODMAN ST N & KELLER ST,43.174359,-77.577033,,,,,,0
1601,1601,Goodman & Linden,GOODMAN ST S & LINDEN ST,43.136542,-77.59799,,,,,,0
1602,1602,Goodman & Marne,GOODMAN ST N & MARNE ST,43.182305,-77.5759,,,,,,0
1604,1604,Goodman & Northland,GOODMAN ST N & NORTHLAND AVE,43.181599,-77.576015,,,,,,0
1605,1605,Goodman & Northland,GOODMAN ST N & NORTHLAND AVE,43.181325,-77.575849,,,,,,0
1606,1606,Goodman & Norton,GOODMAN ST N & NORTON ST,43.187787,-77.576403,,,,,,0
1607,1607,Goodman & Norton,GOODMAN ST N & NORTON ST,43.188154,-77.576245,,,,,,0
1608,1608,Goodman & Peck,GOODMAN ST N & PECK ST,43.164837,-77.58217,,,,,,0
1609,1609,Goodman & Peck,GOODMAN ST N & PECK ST,43.164742,-77.582062,,,,,,0
1610,1610,Goodman & Pennsylvania,GOODMAN ST N & PENNSYLVANIA AVE,43.166576,-77.581246,,,,,,0
1611,1611,Goodman & Perkins,GOODMAN ST N & PERKINS AVE,43.183992,-77.57616,,,,,,0
1612,1612,Goodman & Pinetum,GOODMAN ST S & PINETUM DR,43.132213,-77.600425,,,,,,0
1613,1613,Goodman & Pinetum,GOODMAN ST S & PINETUM DR,43.132067,-77.600427,,,,,,0
1614,1614,Goodman & Randolph,GOODMAN ST N & RANDOLPH ST,43.182304,-77.576036,,,,,,0
1615,1615,Goodman & Reynolds,GOODMAN ST N & REYNOLDS AVE,43.189237,-77.576306,,,,,,0
1616,1616,Goodman & Reynolds,COUNTY HWY 108 & REYNOLDS AVE,43.189426,-77.576534,,,,,,0
1617,1617,Goodman & Rocket,GOODMAN ST N & ROCKET ST,43.173867,-77.577128,,,,,,0
1618,1618,Goodman & Rockingham,GOODMAN ST S & ROCKINGHAM ST,43.134648,-77.599074,,,,,,0
